9253,"Steins;Gate",TV,24,24 min.,PG-13 - Teens,2011,"White Fox","Thriller, Sci-Fi"
136,"Hunter x Hunter",TV,62,23 min.,PG-13 - Teens,1999,"Nippon Animation","Action, Adventure, Shounen, Super Power"
12467,"Nazo no Kanojo X",TV,13,24 min.,R - 17+ (violence),2012,"Hoods Entertainment","Romance, School, Seinen"
